ORG_NAME,Part of OrgUnit,ORG_UNIT,Standard Geographical Classification,YEAR,SOURCE,SUB_SECTOR,Building Type,CONNECTION,kWh,GJ,Emissions (tonnes CO2e)
,_British Columbia_,1005959,,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,495
,_British Columbia_,1005959,,2022,BC Hydro,CSMI,WAREHOUSES,55,"1,622,270","5,840",495
,_British Columbia_,1005959,,2022,BC Hydro,Res,APARTMENT,364,"552,795","1,990",230
,_British Columbia_,1005959,,2022,BC Hydro,Res,COMMON USE,28,"229,226",825,230
,_British Columbia_,1005959,,2022,BC Hydro,Res,MOBILE/OTHER,579,"5,423,145","19,523",230
,_British Columbia_,1005959,,2022,BC Hydro,Res,ROW HOME,130,"498,331","1,794",230
,_British Columbia_,1005959,,2022,BC Hydro,Res,SINGLE/DUPLEX,"1,414","13,310,564","47,918",230
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,CONSTRUCTION,41,"249,548",898,"1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,FOOD RETAIL,15,"2,263,748","8,149","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,HEALTH SERVICES,3,"80,897",291,"1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,HOTELS,141,"16,021,062","57,676","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,IND_AGRICULTURE,352,"6,117,602","22,023","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,"1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,10,"1,103,814","3,974","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,IND_MANUFACTURING,53,"3,691,618","13,290","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,135,"6,836,064","24,610","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,244,"19,664,587","70,793","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,48,"481,130","1,732","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,IND_TRANSPORTATION,87,"6,896,483","24,827","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,IND_WOOD,49,"5,874,669","21,149","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,IRRIGATION,195,"4,622,953","16,643","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,NON-FOOD RETAIL,98,"3,575,783","12,873","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,"1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,OFFICES,184,"4,583,487","16,501","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,OTHER COMMERCIAL,164,"18,813,241","67,728","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,"1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,"1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,RESTAURANT,31,"1,547,677","5,572","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,SCHOOL,10,"887,786","3,196","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,STREET LIGHT,145,"328,940","1,184","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,"1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,CSMI,WAREHOUSES,45,"450,232","1,621","1,197"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,Res,APARTMENT,801,"5,729,458","20,626","2,144"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,Res,COMMON USE,76,"2,947,178","10,610","2,144"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,Res,MOBILE/OTHER,"3,178","24,993,797","89,978","2,144"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,Res,ROW HOME,716,"9,465,241","34,075","2,144"
East Kootenay Unincorporated Areas,East Kootenay Regional District,2005901,1999,2022,BC Hydro,Res,SINGLE/DUPLEX,"9,932","143,350,736","516,063","2,144"
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,CONSTRUCTION,13,"63,301",228,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,FOOD RETAIL,0,0,0,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,HEALTH SERVICES,0,0,0,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,HOTELS,34,"1,451,787","5,226",108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,IND_AGRICULTURE,42,"854,669","3,077",108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,4,"49,985",180,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,IND_MANUFACTURING,17,"749,503","2,698",108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,12,"174,118",627,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,65,"1,110,616","3,998",108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,10,"281,637","1,014",108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,IND_TRANSPORTATION,25,"550,871","1,983",108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,IND_WOOD,23,"1,427,727","5,140",108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,IRRIGATION,5,"44,608",161,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,NON-FOOD RETAIL,17,"491,360","1,769",108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,OFFICES,69,"1,427,331","5,138",108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,OTHER COMMERCIAL,26,"351,955","1,267",108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,RESTAURANT,6,"52,832",190,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,SCHOOL,7,"221,622",798,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,STREET LIGHT,28,"47,159",170,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,CSMI,WAREHOUSES,5,"7,760",28,108
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,Res,APARTMENT,10,"77,952",281,333
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,Res,COMMON USE,0,0,0,333
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,Res,MOBILE/OTHER,609,"4,570,708","16,455",333
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,Res,ROW HOME,0,0,0,333
Central Kootenay Unincorporated Areas,Central Kootenay Regional District,2005903,3999,2022,BC Hydro,Res,SINGLE/DUPLEX,"1,887","24,346,311","87,647",333
Kootenay Boundary Unincorporated Areas,Kootenay-Boundary Regional District,2005905,5999,,,,,,,,
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,CONSTRUCTION,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,FOOD RETAIL,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,HEALTH SERVICES,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,HOTELS,11,"2,217,394","7,983",48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,IND_AGRICULTURE,33,"747,727","2,692",48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,IND_MANUFACTURING,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,4,"62,255",224,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,9,"128,083",461,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,IND_TRANSPORTATION,3,"194,016",698,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,IND_WOOD,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,IRRIGATION,17,"177,618",639,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,NON-FOOD RETAIL,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,OFFICES,4,"105,644",380,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,OTHER COMMERCIAL,4,"499,132","1,797",48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,RESTAURANT,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,SCHOOL,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,STREET LIGHT,5,"9,529",34,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,CSMI,WAREHOUSES,3,"44,937",162,48
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,Res,APARTMENT,0,0,0,63
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,Res,COMMON USE,0,0,0,63
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,Res,MOBILE/OTHER,53,"591,368","2,129",63
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,Res,ROW HOME,0,0,0,63
Okanagan-Similkameen Unincorporated Areas,Okanagan-Similkameen Regional District,2005907,7999,2022,BC Hydro,Res,SINGLE/DUPLEX,319,"4,886,337","17,591",63
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,CONSTRUCTION,41,"880,456","3,170","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,FOOD RETAIL,21,"3,153,462","11,352","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,HEALTH SERVICES,12,"326,081","1,174","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,HOTELS,105,"12,714,082","45,771","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,IND_AGRICULTURE,528,"32,731,940","117,835","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,IND_CHEMICAL,4,"1,052,500","3,789","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,17,"2,449,029","8,817","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,IND_MANUFACTURING,80,"11,050,919","39,783","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,99,"2,162,136","7,784","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,196,"4,657,774","16,768","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,42,"4,490,263","16,165","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,IND_TRANSPORTATION,137,"4,315,123","15,534","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,IND_WOOD,22,"1,967,591","7,083","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,IRRIGATION,53,"955,306","3,439","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,NON-FOOD RETAIL,116,"10,350,302","37,261","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,"1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,OFFICES,259,"12,848,334","46,254","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,OTHER COMMERCIAL,90,"10,708,073","38,549","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,4,"67,657",244,"1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,"1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,RESTAURANT,41,"2,906,582","10,464","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,SCHOOL,24,"1,902,293","6,848","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,STREET LIGHT,125,"1,054,545","3,796","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,"1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,CSMI,WAREHOUSES,26,"2,412,702","8,686","1,439"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,Res,APARTMENT,438,"2,509,207","9,033","1,640"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,Res,COMMON USE,60,"3,033,246","10,920","1,640"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,Res,MOBILE/OTHER,"2,373","24,223,419","87,204","1,640"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,Res,ROW HOME,388,"3,608,910","12,992","1,640"
Fraser Valley Unincorporated Areas,Fraser Valley Regional District,2005909,9999,2022,BC Hydro,Res,SINGLE/DUPLEX,"7,890","109,233,978","393,242","1,640"
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,CONSTRUCTION,25,"1,194,708","4,301",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,FOOD RETAIL,4,"1,984,444","7,144",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,HEALTH SERVICES,0,0,0,606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,HOTELS,10,"1,162,780","4,186",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,IND_AGRICULTURE,18,"745,915","2,685",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,4,"207,126",746,606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,IND_MANUFACTURING,34,"419,883","1,512",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,26,"1,272,557","4,581",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,30,"360,492","1,298",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,8,"413,490","1,489",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,IND_TRANSPORTATION,16,"1,835,700","6,609",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,IND_WOOD,7,"62,310",224,606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,IRRIGATION,0,0,0,606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,NON-FOOD RETAIL,42,"2,841,136","10,228",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,OFFICES,163,"31,830,224","114,589",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,OTHER COMMERCIAL,31,"4,157,361","14,967",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,RESTAURANT,13,"2,285,890","8,229",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,SCHOOL,8,"378,597","1,363",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,STREET LIGHT,21,"233,062",839,606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,CSMI,WAREHOUSES,26,"1,334,477","4,804",606
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,Res,APARTMENT,"3,843","14,478,506","52,123",783
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,Res,COMMON USE,139,"17,446,365","62,807",783
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,Res,MOBILE/OTHER,377,"2,778,729","10,003",783
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,Res,ROW HOME,"1,098","9,599,170","34,557",783
Metro Vancouver Unincorporated Areas,Metro Vancouver Regional District,2005915,15999,2022,BC Hydro,Res,SINGLE/DUPLEX,"1,760","23,771,211","85,576",783
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,CONSTRUCTION,111,"826,377","2,975",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,FOOD RETAIL,22,"4,682,765","16,858",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,HEALTH SERVICES,21,"519,410","1,870",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,HOTELS,112,"9,329,525","33,586",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,IND_AGRICULTURE,289,"11,184,687","40,265",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,IND_CHEMICAL,0,0,0,793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,IND_FOOD/BEVERAGES,35,"3,212,535","11,565",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,IND_MANUFACTURING,72,"929,547","3,346",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,IND_MUNICIPAL PUMPING,143,"2,979,725","10,727",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,IND_NON-BUILDINGS,328,"4,413,575","15,889",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,IND_OTHER INDUSTRIAL,41,"933,398","3,360",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,IND_TRANSPORTATION,47,"2,066,431","7,439",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,IND_WOOD,19,"601,237","2,164",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,IRRIGATION,9,"53,458",192,793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,NON-FOOD RETAIL,182,"4,336,126","15,610",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,NURSING HOME,0,0,0,793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,OFFICES,339,"8,443,472","30,396",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,OTHER COMMERCIAL,154,"6,540,619","23,546",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,PUBLIC EV CHARGING,0,0,0,793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,PUBLIC HOSPITAL,0,0,0,793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,RESTAURANT,50,"3,131,348","11,273",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,SCHOOL,37,"3,718,730","13,387",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,STREET LIGHT,70,"143,528",517,793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,UNIVERSITY/COLLEGE,0,0,0,793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,CSMI,WAREHOUSES,44,"929,594","3,347",793
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,Res,APARTMENT,543,"2,805,033","10,098","2,947"
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,Res,COMMON USE,79,"1,931,948","6,955","2,947"
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,Res,MOBILE/OTHER,"2,738","29,573,566","106,465","2,947"
Capital Unincorporated Areas,Capital Regional District,2005917,17999,2022,BC Hydro,Res,ROW HOME,623,"7,117,412","25,623","2,947"
